Site,Label,Concepticon_ID,Concepticon_Gloss
514,earth,1228,EARTH (SOIL)
515,earth,1228,EARTH (SOIL)
516,earth,1228,EARTH (SOIL)
517,earth,1228,EARTH (SOIL)
518,earth,1228,EARTH (SOIL)
519,earth,1228,EARTH (SOIL)
520,earth,1228,EARTH (SOIL)
521,earth,1228,EARTH (SOIL)
522,earth,1228,EARTH (SOIL)
523,earth,1228,EARTH (SOIL)
524,earth,1228,EARTH (SOIL)
525,earth,1228,EARTH (SOIL)
526,earth,1228,EARTH (SOIL)
527,earth,1228,EARTH (SOIL)
528,earth,1228,EARTH (SOIL)
529,earth,1228,EARTH (SOIL)
530,earth,1228,EARTH (SOIL)
531,earth,1228,EARTH (SOIL)
532,earth,1228,EARTH (SOIL)
533,earth,1228,EARTH (SOIL)
534,earth,1228,EARTH (SOIL)
535,earth,1228,EARTH (SOIL)
536,eat,1336,EAT
537,eat,1336,EAT
538,eat,1336,EAT
539,eat,1336,EAT
540,eat,1336,EAT
541,eat,1336,EAT
542,eat,1336,EAT
543,eat,1336,EAT
544,eat,1336,EAT
545,eat,1336,EAT
546,eat,1336,EAT
547,eat,1336,EAT
548,eat,1336,EAT
549,eat,1336,EAT
550,eat,1336,EAT
551,eye,1248,EYE
552,eye,1248,EYE
553,eye,1248,EYE
554,eye,1248,EYE
555,eye,1248,EYE
556,eye,1248,EYE
557,fall,1280,FALL
558,fall,1280,FALL
559,fall,1280,FALL
560,fall,1280,FALL
561,fall,1280,FALL
562,fall,1280,FALL
563,fall,1280,FALL
564,fall,1280,FALL
565,fall,1280,FALL
566,fall,1280,FALL
567,fall,1280,FALL
568,fall,1280,FALL
569,fall,1280,FALL
570,fall,1280,FALL
571,fall,1280,FALL
572,fall,1280,FALL
573,fall,1280,FALL
574,fall,1280,FALL
575,fall,1280,FALL
576,fall,1280,FALL
577,fall,1280,FALL
578,fall,1280,FALL
579,far,1406,FAR
580,far,1406,FAR
581,far,1406,FAR
582,far,1406,FAR
583,far,1406,FAR
584,far,1406,FAR
585,far,1406,FAR
586,far,1406,FAR
587,far,1406,FAR
588,far,1406,FAR
589,far,1406,FAR
590,far,1406,FAR
591,far,1406,FAR
592,far,1406,FAR
593,far,1406,FAR
594,far,1406,FAR
595,far,1406,FAR
596,far,1406,FAR
597,far,1406,FAR
598,fat,1282,FAT (FROM ANIMALS)
599,fat,1282,FAT (FROM ANIMALS)
600,fat,1282,FAT (FROM ANIMALS)
601,fat,1282,FAT (FROM ANIMALS)
602,fat,1282,FAT (FROM ANIMALS)
603,fat,1282,FAT (FROM ANIMALS)
604,fat,1282,FAT (FROM ANIMALS)
605,fat,1282,FAT (FROM ANIMALS)
606,fat,1282,FAT (FROM ANIMALS)
607,fat,1282,FAT (FROM ANIMALS)
608,fat,1282,FAT (FROM ANIMALS)
609,fat,1282,FAT (FROM ANIMALS)
610,fat,1282,FAT (FROM ANIMALS)
611,fat,1282,FAT (FROM ANIMALS)
612,fat,1282,FAT (FROM ANIMALS)
613,fat,1282,FAT (FROM ANIMALS)
614,fat,1282,FAT (FROM ANIMALS)
615,fat,1282,FAT (FROM ANIMALS)
616,fat,1282,FAT (FROM ANIMALS)
617,fat,1282,FAT (FROM ANIMALS)
618,fat,1282,FAT (FROM ANIMALS)
619,fat,1282,FAT (FROM ANIMALS)
620,fat,1282,FAT (FROM ANIMALS)
621,fat,1282,FAT (FROM ANIMALS)
622,fear,1419,FEAR (BE AFRAID)
623,fear,1419,FEAR (BE AFRAID)
624,fear,1419,FEAR (BE AFRAID)
625,fear,1419,FEAR (BE AFRAID)
626,fear,1419,FEAR (BE AFRAID)
627,fear,1419,FEAR (BE AFRAID)
628,fear,1419,FEAR (BE AFRAID)
629,fear,1419,FEAR (BE AFRAID)
630,fear,1419,FEAR (BE AFRAID)
631,fear,1419,FEAR (BE AFRAID)
632,fear,1419,FEAR (BE AFRAID)
633,fear,1419,FEAR (BE AFRAID)
634,fear,1419,FEAR (BE AFRAID)
635,fear,1419,FEAR (BE AFRAID)
636,fear,1419,FEAR (BE AFRAID)
637,fear,1419,FEAR (BE AFRAID)
638,fear,1419,FEAR (BE AFRAID)
639,fear,1419,FEAR (BE AFRAID)
640,few,1242,FEW
641,few,1242,FEW
642,few,1242,FEW
643,few,1242,FEW
644,few,1242,FEW
645,few,1242,FEW
646,few,1242,FEW
647,few,1242,FEW
648,few,1242,FEW
649,few,1242,FEW
650,few,1242,FEW
651,few,1242,FEW
652,few,1242,FEW
653,few,1242,FEW
654,few,1242,FEW
655,few,1242,FEW
656,few,1242,FEW
657,few,1242,FEW
658,few,1242,FEW
659,few,1242,FEW
660,few,1242,FEW
661,few,1242,FEW
662,fight,1423,FIGHT
663,fight,1423,FIGHT
664,fight,1423,FIGHT
665,fight,1423,FIGHT
666,fight,1423,FIGHT
667,fight,1423,FIGHT
668,fight,1423,FIGHT
669,fight,1423,FIGHT
670,fight,1423,FIGHT
671,fight,1423,FIGHT
672,fight,1423,FIGHT
673,fight,1423,FIGHT
674,fight,1423,FIGHT
675,fight,1423,FIGHT
676,fight,1423,FIGHT
677,fight,1423,FIGHT
678,fight,1423,FIGHT
679,fight,1423,FIGHT
680,fight,1423,FIGHT
681,fight,1423,FIGHT
682,fight,1423,FIGHT
683,fight,1423,FIGHT
684,fight,1423,FIGHT
685,fight,1423,FIGHT
686,fight,1423,FIGHT
687,fight,1423,FIGHT
688,fight,1423,FIGHT
689,fight,1423,FIGHT
690,fight,1423,FIGHT
691,fight,1423,FIGHT
692,fight,1423,FIGHT
693,fight,1423,FIGHT
694,fight,1423,FIGHT
695,fight,1423,FIGHT
696,fight,1423,FIGHT
697,fire,221,FIRE
698,fire,221,FIRE
699,fire,221,FIRE
700,fire,221,FIRE
701,fire,221,FIRE
702,fire,221,FIRE
703,fire,221,FIRE
704,fire,221,FIRE
705,fire,221,FIRE
706,fire,221,FIRE
707,fire,221,FIRE
708,fire,221,FIRE
709,fire,221,FIRE
710,fire,221,FIRE
711,fire,221,FIRE
712,fire,221,FIRE
713,fire,221,FIRE
714,fish,227,FISH
715,fish,227,FISH
716,fish,227,FISH
717,fish,227,FISH
718,fish,227,FISH
719,fish,227,FISH
720,fish,227,FISH
721,fish,227,FISH
722,five,493,FIVE
723,flow,2003,FLOW
724,flow,2003,FLOW
725,flow,2003,FLOW
726,flow,2003,FLOW
727,flow,2003,FLOW
728,flow,2003,FLOW
729,flow,2003,FLOW
730,flow,2003,FLOW
731,flow,2003,FLOW
732,flow,2003,FLOW
733,flow,2003,FLOW
734,flow,2003,FLOW
735,flow,2003,FLOW
736,flow,2003,FLOW
737,flow,2003,FLOW
738,flow,2003,FLOW
739,flow,2003,FLOW
740,flower,239,FLOWER
741,flower,239,FLOWER
742,flower,239,FLOWER
743,flower,239,FLOWER
744,flower,239,FLOWER
745,flower,239,FLOWER
746,flower,239,FLOWER
747,flower,239,FLOWER
748,flower,239,FLOWER
749,flower,239,FLOWER
750,flower,239,FLOWER
751,flower,239,FLOWER
752,flower,239,FLOWER
753,flower,239,FLOWER
