ID,Name,Nexus_File,rooted,type,method,scaling,Source
posterior-137,STATE_103336000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-138,STATE_154928000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-139,STATE_147936000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-140,STATE_112632000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-141,STATE_134168000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-142,STATE_147272000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-143,STATE_134728000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-144,STATE_122600000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-145,STATE_95752000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-146,STATE_88880000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-147,STATE_140360000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-148,STATE_105568000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-149,STATE_154880000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-150,STATE_106464000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-151,STATE_97704000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-152,STATE_149600000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-153,STATE_110576000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-154,STATE_123296000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-155,STATE_154432000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-156,STATE_118320000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-157,STATE_96432000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-158,STATE_150552000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-159,STATE_146896000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-160,STATE_87760000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-161,STATE_114072000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-162,STATE_135952000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-163,STATE_85776000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-164,STATE_127712000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-165,STATE_147728000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-166,STATE_150248000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-167,STATE_155248000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-168,STATE_94104000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-169,STATE_88912000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-170,STATE_100472000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-171,STATE_128664000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-172,STATE_84632000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-173,STATE_116040000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-174,STATE_138208000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-175,STATE_128328000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-176,STATE_132664000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-177,STATE_120280000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-178,STATE_138880000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-179,STATE_114648000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-180,STATE_120880000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-181,STATE_144560000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-182,STATE_142968000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-183,STATE_86608000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-184,STATE_114752000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-185,STATE_138408000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-186,STATE_83848000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-187,STATE_108792000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-188,STATE_125232000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-189,STATE_97840000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-190,STATE_80272000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-191,STATE_90904000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-192,STATE_84016000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-193,STATE_94560000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-194,STATE_158968000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-195,STATE_104640000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-196,STATE_132032000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-197,STATE_144296000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-198,STATE_103840000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-199,STATE_115736000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-200,STATE_125768000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-201,STATE_107336000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-202,STATE_119344000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-203,STATE_121328000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-204,STATE_130896000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-205,STATE_89896000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-206,STATE_119440000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-207,STATE_128288000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-208,STATE_85304000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-209,STATE_134960000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-210,STATE_104872000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-211,STATE_101048000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-212,STATE_90736000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-213,STATE_98728000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-214,STATE_120176000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-215,STATE_110448000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-216,STATE_123632000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-217,STATE_135616000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-218,STATE_106336000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-219,STATE_81824000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-220,STATE_99648000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-221,STATE_94904000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-222,STATE_147376000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-223,STATE_84136000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-224,STATE_124704000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-225,STATE_131400000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-226,STATE_121864000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-227,STATE_85352000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-228,STATE_111640000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-229,STATE_93064000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-230,STATE_143528000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-231,STATE_99472000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-232,STATE_155816000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-233,STATE_107040000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-234,STATE_113968000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-235,STATE_154696000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-236,STATE_149784000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-237,STATE_127048000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-238,STATE_100760000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-239,STATE_117240000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-240,STATE_84984000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-241,STATE_92032000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-242,STATE_92320000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-243,STATE_149160000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-244,STATE_107176000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-245,STATE_152024000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-246,STATE_146088000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-247,STATE_133760000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-248,STATE_148688000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-249,STATE_82000000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-250,STATE_148160000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-251,STATE_99872000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-252,STATE_157136000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-253,STATE_149688000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-254,STATE_122648000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-255,STATE_157088000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-256,STATE_101464000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-257,STATE_139968000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-258,STATE_134344000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-259,STATE_137624000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-260,STATE_83224000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-261,STATE_128728000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-262,STATE_83592000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-263,STATE_130920000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-264,STATE_126344000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-265,STATE_150904000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-266,STATE_157896000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-267,STATE_82240000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-268,STATE_121848000,posterior.trees,true,sample,bayesian,years,Chang2015
